speaker,text,party,date,agenda,speechnumber,procedure_ID,partyfacts_ID,period,chair,MEP,commission,written,multispeaker,link,translationInSpeech,translatedText
Barry Andrews,"Mr President, Commissioner and colleagues, I had the honour to run two NGOs in Ireland over the course of my career. I just wanted to introduce a note of reality to this debate. The amount of compliance, governance and regulatory scrutiny that NGOs have to undergo throughout any EU funding project is well beyond anything that I’ve heard referenced in this debate. In addition, the work of monitoring and evaluation to ensure that funds are applied to the correct beneficiaries is also extraordinary. There is also extensive work on impact assessment in order to show a critical component of all logic frameworks that NGOs in receipt of EU funding operate. So yes, we have to really, properly scrutinise the question of sham NGOs that have been subject to influence operations. But we could end up undermining, not restoring, public trust in NGOs. NGOs have the unique ability to articulate society’s conscience, to bring to light issues that would not otherwise attract public attention, and to speak for those without a voice.",Renew,2024-01-16,9. Transparency and accountability of non-governmental organisations funded from the EU budget (debate),31, ,6401.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-16-ITM-009_EN.html,,
Mick Wallace,"Mr President, not all NGOs are perfect. Far from it. Some so-called human rights NGOs are, in fact, often guilty of instrumentalising human rights in the service of Western interests and imperialism. There are also lots of great NGOs who do amazing work, like Irish Wildlife Trust, Birdwatch Ireland, Carbon Market Watch. They have integrity and expertise and are constructive. We should be looking at institutional and structural failings within the European Parliament, not tarring all NGOs with the same brush. Many in this Parliament, especially the EPP, would be more than happy with the eradication of NGOs and civil society groups in order to clear an unimpeded path for big business. The corporate sector has a far greater lobby footprint in the EU than NGOs and civil society. It looks to me that some MEPs want to protect and promote the interests of big business, rather than those of the ordinary people. Ukončenie vystúpení podľa postupu prihlásenia o slovo zdvihnutím ruky",The Left,2024-01-16,9. Transparency and accountability of non-governmental organisations funded from the EU budget (debate),32, ,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-16-ITM-009_EN.html,,
Clare Daly,"Madam President, every day now the mask falls further. On the very same day that the West's pet bulldog, Israel, was hauled into The Hague to face the charge of genocide in which EU countries are complicit, our so-called like minded partners, the US and Britain, flout the UN charter to commit their latest crime of aggression: illegal, unprovoked, unjustified airstrikes on Yemen, lawless barbarous acts to inflame the region and to make worse the catastrophic cost of living crisis being experienced by millions of Europeans. And now some of you actually want to join them! Seriously, with a straight face, people have come in here and said they want to do that in order to uphold international law – the very same international law that a horrified world has watched being trampled into the ruins of Gaza, while the EU hands Israel more weapons and cheers on the genocide. The Yemenis have killed no one and yet 25 000 Palestinians are dead, and all you're enraged about is international shipping! It's over. The EU has no moral authority. If you want to sort the situation out, end the genocide!",The Left,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),8, ,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Danuta Maria Hübner,"Madam President, I would like to thank all the colleagues for their remarks, and I would also like to thank all the shadows for their work, which was not easy, if you remember, and for their cooperation throughout the negotiations on this important file, and also for building a compromise which I believe is good for Europe.  Let me say again that the MiFID review comes at a critical time for the Union, and the consolidated tape will be a key element of our efforts to ensure that private investment is channelled into the economy efficiently. We also hope we will have an attractive ecosystem for new listings and a more efficient trading landscape. I expect it will boost investment activity, making the Union's markets easier to navigate and more attractive, including for small investors. Tomorrow's vote marks the beginning of the work for the implementation of the regulation. ESMA has already announced that by the end of this year, it will launch the public tender for the first consolidated tape for bonds, which will become operational as of 2025, and the Commission – as Commissioner Nicolas Schmit said – has begun already its work to make the reference data for derivatives more transparent and meaningful. So the work at level two will then continue for the next couple of years. The CMU for quite some time has been a key political project aimed at reducing dependence on bank funding and overcoming national differences, but it was a project that too often lacked the political will and momentum to drive the vision of a robust and integrated capital market union forward. But it was not the case in this review where, thanks to the strong support of all political groups in Parliament and of the Commission, we were able to secure an agreement that is a great success for the Parliament. This House has shown once more that we continue to show the ambition to push towards the creation of a truly single capital market union for the benefit of all European citizens. Given the positive outcome and the strong endorsement at the ECON Committee level, there were only two abstentions. There was no negative vote and nobody was against. I would like to invite all the colleagues to vote in favour of the Interinstitutional Agreement tomorrow.",PPE,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),16, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,6398.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Mick Wallace,"Madam President, the Houthis have made a humanitarian intervention in the Red Sea in an effort to bring the genocide in Gaza to an end. The Houthis have killed nobody while disrupting shipping in the Red Sea, ships which were facilitating the Israeli genocide.   The Israeli regime has killed over 23 000 civilians. Over 10 000 of them are children. So who do the US and the UK attack? No, they didn’t attack the Israeli regime – because they're supporting the genocide. They attacked the Houthis instead, killing at least six people. So Western powers are prepared to kill people to protect the movement of goods, but the same Western powers kill thousands with sanctions in Iran, in Syria, in Venezuela, preventing the movement of some goods.   The Houthis are showing solidarity with the Palestinian people, just like South Africa did in The Hague. But sadly the EU solidarity is with US empire and designers. Shame on the EU!",The Left,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),7, ,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Marc Botenga,"Madam President, Mr Commissioner, so following the Israeli attack on Gaza, Yemen has indeed been attacking ships, the Houthi groups, and denying freedom of navigation in the Red Sea. This has an impact on world trade. It also has an impact on factories in Belgium. It is, of course, remarkable, first of all, that those that are now calling for action against Yemen are the same ones that never called for action against Israel, protecting trade routes for some in this Chamber is clearly more important than protecting the lives of Palestinians. Now, we need to be clear, because those colleagues that say we need action seem to forget that there’s already been action. Last week, the United States, with a number of European countries, bombed Yemen, bombed cities in Yemen. This was not the first time. Barack Obama bombed Yemen. Donald Trump bombed Yemen. Joe Biden now bombed Yemen. Saudi Arabia bombed Yemen for years. And none of these interventions brought peace or security to the region. Rather, on the contrary, as these attacks were not covered by the Security Council resolution, which spoke about protecting vessels, not about bombing Yemen, this might actually deteriorate the image of Europe and the West in the world further. What we need is now a critical assessment of this policy and clearly look at the consequences and alternatives. And, of course, we need a ceasefire in Palestine as soon as possible. Catch-the-eye procedure",The Left,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),6, ,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Nicolas Schmit,"Madam President, dear Members, the debate today illustrates the importance and the complexity of the situation in the Red Sea and the Gulf region as a whole, and the challenges that the EU faces, indeed, in relation to this conflict, but also to other conflicts. The EU is actively working on solutions to restore maritime security in the Red Sea. This is an international problem that requires an international solution, and coordination. As you asked me about what the EU is preparing in relation to the EU NAVFOR Operation Atalanta, further options concerning the EU maritime response will be discussed at Council level, based on a proposal presented by the High Representative. The EU is engaging with partners in different diplomatic fora, and to protect navigational freedoms and maritime security, the EU considers ways to enhance its presence, assets and capacity of actions in the Red Sea and beyond. It is too early to evaluate the impact of the Houthi’s attack and US/UK retaliation on the discussions concerning an internal ceasefire in Yemen. The EU will continue to support UN Special Envoy Grundberg’s work and the UN-steered peace process leading to a final, comprehensive and inclusive peace deal, including a permanent nationwide ceasefire. Just one personal remark. I’m a bit surprised that those who are bombing every night civilians, killing civilians, destroying infrastructures, houses, apartments, that they are in the forefront to condemn what, finally, is a military operation against terrorist attacks against peaceful vessels.",-,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),10, ,,9,False,False,True,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Hannah Neumann,"Madam President, dear colleagues, it is crucial that we have a joint European response to the Houthi attacks in the Red sea, but at the same time, it is our duty to safeguard the progress that peace efforts have made in Yemen recently. The European Union indeed needs to play its part to secure a safe passage for commercial ships, to prevent a further increase in commodity prices in the region, and to ensure that the merchant vessel Galaxy Leader is freed, including its crew, among them EU citizens. To be honest, I'm a little surprised that it took the Council so long to come up with the proposal for an EU mission and hopefully a positive decision will be taken soon. But Commissioner, I was also surprised that you were not sharing any information on this with us here today. So do we really need to rely on political leaks to get the information? What is planned, what the process is, when the mission will be happening. So, maybe in your concluding remarks you could share some more information. At the same time, we have to make sure that the Yemeni people, who have been suffering from war, massive violence, escalation and a humanitarian crisis for 10 years will also be seen and will also be important in our response. I was in Yemen in December as the head of a delegation of this Parliament, and I can tell you, Yemenis want nothing more than this catastrophe to end. And we need to make sure that their voices are also heard in the ongoing debate, that their needs are taken into account when setting up our joint EU response, because otherwise the long-term effects of our policy in the region would be detrimental. Colleagues, allow me to make one more additional remark. All the drones and missiles that are being fired at merchant ships, or in the direction of Saudi Arabia, or even trying to target Israel, they were manufactured in Iran, they were transferred to the Houthis by the Revolutionary Guards, and no one will be able to bring peace to this region unless we finally dare to revise our Iran policy, to take a stance, to revise our relations with this brutal regime and to take a clear stance against the Revolutionary Guards. We must call them and treat them as what they are: a terrorist organisation terrorising its own citizens and the whole region.",Greens/EFA,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),5, ,6403.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Pedro Marques,"Madam President, Commissioner, colleagues, let me be crystal clear. We totally condemn the ongoing attacks on maritime activities in the Red Sea from these Houthi-controlled territories in Yemen with the support of Iran. The Houthi attacks threaten the international navigation and the maritime security in grave disrespect from international law, and they endanger the lives of the civilian crews, some of them already abducted, and create serious environmental and obvious economic risks. Contrary to what the Houthi leaders say, the attacks are of no help in addressing the war in Gaza. In fact, they further destabilise the region and create increased risks for the populations. They also destabilise the world commerce, with effects that are already being felt in many regions in the world. We don’t need another factor to fuel a possible economic crisis. We therefore urge the Houthis to immediately stop the attacks, and call on all parties to avoid further escalation in the region. We particularly want to tell directly to the Iran regime: be on the right side for once, on the side of stability in your own region. We call on the Member States to be meaningful and take immediate and concerted efforts to address these attacks if the Houthis, of course, do not stop immediately. We need an effective operation in the Red Sea, with an executive mandate to ensure the naval security in the region. This should be built from close cooperation with the regional actors, but also with our international parties, many of them which are already acting on the ground. There is no more time for ambiguities. Europe is a commercial stronghold in the world, but that also means we must protect our trade capacities. Europe and the world are already suffering from the consequences of successive wars, and the spike on energy prices and inflation that came with it. People are dying by the thousands because of these wars. We cannot add the death or the abduction of the crews in the Red Sea, the destruction of our vessels, and the health of a good part of the world commerce to all the tragedies already taking place in front of us. The EU is a world player and should act as such, including, as the High Representative referred recently, by enforcing the United Nations Security Council Resolution 2722, which reiterates that the states have the right to defend their vessels against these attacks in accordance to international law. Let us show that we can act. We will act when threats to the international law arise, no matter where or by whom these threats come to reality.",S&D,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),4, ,6399.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Nicolas Schmit,"Madam President, honourable Members, we are now here to discuss the repeated and unacceptable Houthi attacks on commercial ships in the Red Sea, which violate international law, threaten maritime security and peace in the region, and disrupt global trade. Until today, 28 attacks were carried out by the Houthis since mid-November. The Houthis are presenting their repeated attacks as a support to the Palestinian people, and they have launched some missiles toward Israel. The Houthis, together with Hezbollah and some Iraqi and Syrian militias, are aligned with Hamas. The EU has continuously condemned those acts and underlined that they must stop, notably through the EU spokesperson’s statements of 5 and 13 December, and through our latest EU 27 statement of 12 January. The EU also called for the immediate release of the Galaxy Leader vessel and its 25-member crew, illegally seized on 19 November. EU services are also following closely the joint military response of the UK and US, members of the Prosperity Guardian Operation, to repeated Houthi attacks against maritime vessels. The US and UK have carried out joint strikes on 11 and 12 January on over 60 targets at 16 sites in Yemen, with the support of Australia, Bahrain, Canada and the Netherlands, as a response to repeated and escalating Houthi attacks in the Red Sea, notably the complex attack of 9 January, following repeated messages from the international community. The EU continues actively engaging and coordinating with partners in all diplomatic fora to counter the Houthi threats to commercial vessels and find effective solutions. The High Representative, on behalf of the EU and its Member States issued a joint statement, published last Friday, welcoming the 10 January UN Security Council Resolution 2722. The UN Security Resolution recognises that states are entitled to defend themselves against the attack against their vessels in perfect contradiction, by the way, of international law. The EU NAVFOR Operation Atalanta shares maritime awareness with the multi-nation Operation Prosperity Guardian from its operations in the Red Sea and the Gulf of Aden. Further options will be discussed at the level of the European Council concerning the EU maritime response. However, it is unlikely that the Houthis will be deterred immediately, given the international visibility they have enjoyed with these actions. Houthi leaders have already indicated they will continue their attacks as long as the situation in Gaza remains. They have already resumed attacks, with a missile fired towards US forces on 14 January. The last point of concern is the impact these developments in the Red Sea can have on peace efforts in Yemen, which had reached a new positive phase on 23 December with the UN’s takeover of the peace process following a year of Saudi-Houthi backchannel talks.",-,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),2, ,,9,False,False,True,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
President,The next item is the debate on the Commission statement on the need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (2024/2519(RSP)).,-,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),1, ,,9,True,False,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
Eero Heinäluoma,"Mr President, I would like to thank the rapporteur, Professor Hübner, and her team for leading the work on this important piece of legislation. This MiFID review is a key reform for two main reasons. Firstly, thanks to the newly created consolidated tape, investors will get clarity around where to find the best deal in the European Union. This is how a European market should work. Secondly, thanks to the push of also my group, we get rid of the harmful practice of payment for order flows. This is absolutely necessary as this regime generates the worst outcomes for their clients. Of course, this MiFID review is only the first step towards a capital markets union which serves investors. The next big test lies in the retail investment strategy, which is being negotiated right now. If we really want to create a well-functioning capital markets union which can finance all the challenges ahead of us, let’s follow the logic of the MiFID review with the ban on payments for order flows, which is one type of inducement. Indeed let’s put the interest of retail investors in the centre and let’s go for a full ban on inducements. All independent studies demonstrate that a full ban on inducements leads to better deals for retail investors. Overall costs for products that carry inducements are nowadays around 25% higher than those products which do not carry inducements. Colleagues, EU citizens want to get a fair deal, and rightly so. Let’s stop financing unsustainable business models. Tomorrow I hope we get rid of payments for order flows. Next I hope we can get rid of all inducements. VORSITZ: EVELYN REGNER Vizepräsidentin",S&D,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),5, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,6399.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Nicolas Schmit,"Madam President, first, thank you for this constructive debate and the different contributions. We may have just concluded this file, but we should keep discussing how the EU can best contribute to efficient market structures, especially as we set up the consolidated tapes. We can only ask you to keep monitoring developments on all aspects around the competitiveness and stability of Europe's securities markets. Together, we can make sure that the review, in a couple of years, of the design of the consolidated tape for equity will lead to even more ambition in terms of pre-trade information, as proposed in the ECON report. Finally, market participants and investors will get access to consolidated data on price and volumes. This will make EU capital markets more visible towards EU investors and international investors. In turn, EU listed companies will be more attractive towards investors and the EU markets will become more efficient. As we debate how to make the EU economy more competitive, it's clear that these measures will make a real contribution.",-,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),15, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,,9,False,False,True,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Mick Wallace,"Madam President, in the last 20 years, beginning in the year 2000, there’s been a gradual deregulation of the financial markets worldwide, beginning with the United States, with the rest of the world, including the EU, following suit. This deregulation has continued at pace, notwithstanding the global financial crisis of 2008. The gradual encroachment of financial speculators into new domains, such as food, water and housing, and the financialisation of these areas has had a serious negative impact on society and needs to be addressed as a matter of urgency, with regulation now required. We are in this position because we have let hedge funds invest and speculate on the human rights of our citizens. Grain, for example, can be sold 60 times on the market, and more sometimes, before it’s eventually used by people. In Ireland, US vulture funds have garnered huge control of the housing supply at a terrible cost to the Irish people, because the neoliberal Irish Government let them do so. This directive of the European Parliament is a start, but we’ve a long way to go. (End of catch-the-eye procedure)",The Left,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),14, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Clare Daly,"Madam President, I think in some ways this regulation is a little bit like trying to close the stable door after the horse has bolted. In 2007, the Markets in Financial Instruments Directive introduced competition in the market of equity trading in line with the objectives of the European Union, which made free movement of capital a fundamental freedom protected by the Treaties. Now this is neoliberalism unleashed. What did you actually expect would happen? It was inevitable that speculators were going to gamble on the markets in food and commodities, enabling them to make massive profits while pauperising and starving people in the process. We see the global food price crisis that we’ve witnessed, exacerbated by the war in Ukraine, really exposing the real nature of our society, which puts financial interests before the economic well-being of citizens. And while we may try to curb that power here and introduce transparency, the truth is that casino capitalism is uncontrollable. You can’t keep a tiger as a pet. Financial speculation is parasitic; it’s non-productive. It should be outlawed in totality. Full stop!",The Left,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),13, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Nicolas Schmit,"Mr President, honourable Members, this debate on the reform of MiFIR and MiFID is of the highest importance, as just now outlined by the rapporteur. I thank you very much for your presentation. Reforming our market structure is essential to keep European capital markets both competitive and attractive. Creating consolidated tapes of prices for shares, bonds and certain derivatives is an essential tool for the capital markets union we absolutely need in order to shoulder the enormous investments Europe has to make. They will collate pricing data that European and international investors need to make informed investment decisions. This is especially important for smaller investors, who currently don’t have the same sort of access to this data as large institutional investors do. We are very grateful for the efforts of Parliament, and we look forward to your vote tomorrow. You have contributed towards an ambitious outcome. After nearly two years of intense discussions, the result strikes a good balance. In no small part this is thanks to the efforts of Parliament’s negotiating team, and in particular your merit, Ms Hübner, who steered these talks. To mention some of the specific topics included in this review: first, on the consolidated tapes, the result is more ambitious than the original proposal. Some pre-trade information will be added straightaway to the consolidated tape for equity. This is thanks to the efforts of Parliament. This will undoubtedly reinforce the competitiveness of our capital markets. I also want to mention payment for order flow. This has been a contentious topic and a very important one for Parliament. Negotiations resulted in a full ban on this practice. On commodity derivative markets, Parliament introduced review clauses in MiFID that will allow us to assess their functioning also in light of the recent energy crisis. But it is important to keep in mind that a lot of work is still to come. The next step is implementing the new rules. Various technical measures will be developed in the coming months, so that the framework works in practice. The Commission, together with ESMA, is already working hard in this regard. Next year, ESMA will launch the first selection procedure for the consolidated tape for bonds. This will be followed by selection procedures for shares and exchange-traded funds, and later for over-the-counter derivatives. The Commission services have already started work on selecting the right identifier for over-the-counter derivatives.",-,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),3, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,,9,False,False,True,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Danuta Maria Hübner,"Mr President, I was running the last kilometre but I hope I will be able to do it, so thank you very much for this opportunity to remind us about the MiFIR and MiFID. Tomorrow we will vote to endorse the interinstitutional agreement on the review of the Regulation and Directive on the Markets in Financial Infrastructure. The changes to both MiFIR and MiFID modify the rulebook governing participation in European capital markets, which play a fundamental role in channelling capital to the real economy. We need to ensure that our economy grows strong and remains competitive as there are long term challenges around. Europe requires more than EUR 500 billion of additional investment funding annually to ensure its sustainable competitiveness and resilience. This is not a mere financial challenge. It is a strategic imperative. Yet we remain dependent on bank-based financing while our capital markets are lagging behind. They are fragmented, which contributes to the inefficient allocation of capital. The once vibrant landscape of initial public offerings – IPOs – now stands at less than half the size of the US new listings. The US stock market's value relative to GDP is nearly twice that of the EU. Many in this House will remember that we embarked on building the Capital Markets Union back in 2015, but the project was tailored to the EU of 28 Member States with a major financial centre across the channel, and the focus was on national capital markets rather than on the removal of cross-border barriers. We need urgently to move away from fragmented capital markets and towards the idea of a capital market union. Advancing towards a truly single and vibrant capital market union is of fundamental importance for European open strategic autonomy. This context to the MiFIR and MiFID review, which had four key objectives: to reduce market fragmentation and market data costs; to harmonise and simplify the transparency rules; to enhance the levels of investor protection; and to increase the attractiveness and competitiveness of EU markets. I can proudly say that the text that we will vote on tomorrow achieves all these objectives. Thanks to the assertiveness of our House, for the first time, Europe will have a consolidated tape, a database designed to democratise access to market data and improve data quality by providing a continuous electronic live data stream on prices and trading volumes, consolidating the information obtained from multiple trading venues across the EU. It will reduce the fragmentation and cost of market data, will empower financial institutions and retail investors to observe in a single place the price and volumes for shares, ETFs, bonds or derivatives in the Union. The discussions on the consolidated tape were the most difficult part of the package, due to divergent views on the exact features that this new market infrastructure should have. In the review, we have also taken a careful look at the functioning of the market transparency rules in the Union, as well as in other jurisdictions. We put forward changes that seek to increase the competitiveness of EU firms, supported by the simplification and harmonisation of the transparency rules applicable across Europe. We have introduced greater flexibility in the framework by empowering the European Securities and Market Authority to set the thresholds and limits applicable to market transparency, and to oversee market developments, intervening when required. The harmonisation and simplification of transparency rules should strengthen the level playing field between all market participants and increase the overall transparency of European market structure. The report also mandates the Commission to carry out a holistic assessment of the financial markets legislation with respect to commodity derivatives, in light of the learnings from the energy crisis. To conclude, thanks to the efforts of the negotiating team, to whom I am really grateful for the openness, the final text contains many of the elements that the Parliament was calling for throughout the negotiations, and I believe that the final compromise represents a great victory not only for the Parliament, but for all those who care about the importance of the European Capital Markets Union.",PPE,2024-01-15,15. Amendments to the Markets in Financial Instruments Directive (MiFID II) - Amendments to the Markets in Financial Instruments Regulation (MiFIR) (joint debate - Markets in financial instruments regulations),2, bill_538_ID bill_542_ID  bill_538_ID bill_542_ID,6398.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-015_EN.html,,
Bas Eickhout,"Mr President, first of all I would like to thank everyone for contributing to the debate. It seems we have a solid majority for the vote tomorrow, and I'm really very thankful to the shadows and all the colleagues who contributed. So thanks very much for that. I just have to say that some colleagues expressed some criticism, but I had the feeling that this was more for their own YouTube channel than it was based on the facts of the legislation. Maybe I just want to explain that, and maybe they can add this element then to their YouTube channel – which they probably will not do, but nevertheless you always have to try. First of all, to Mr Nissinen from the ECR and Sweden. He was very much concerned about what is going to happen with all the people that have already bought heat pumps – uh, nothing, because this is about new equipment. So later on when you buy a heat pump, it will not contain those damaging gases. The ones you bought, you can use and you will use – you know that very well, but of course it didn't fit your story. Some of the ID colleagues were very much concerned that we are not looking at the market. Well I would say, Mr Lancini, that it is you who are not looking at the market. First of all, at this moment, the new monoblocs of heat pumps coming on the market already are without F-Gases. So the market is already there. The deadline we have is 2032, although they can deliver already now. So if we add them eight more years and they can deliver already and you are concerned they count, maybe you should catch up with the developments in the market. The same goes for split systems. The innovation is ongoing. They are delivering already now, they are available not so much yet, and that's why therefore the date is 2035. We even give them ten years. I think that is looking at the market. It is also looking at where the innovation is happening and that is European industry. So from an ID Group I would expect support for the European industry, but apparently they prefer to support the American and Japanese industry. We take note.",Greens/EFA,2024-01-15,14. Ozone depleting substances - Fluorinated gases regulation (joint debate - Gas emissions),27, bill_437_ID bill_12805_ID  bill_437_ID,6403.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-014_EN.html,,
Nicolas Schmit,"Mr President, thank you very much for this very constructive debate. Indeed, the compromises we discussed today together could bring about a total additional reduction in the EU's greenhouse gas emissions of roughly 500 million tonnes by 2050. This is a significant number, almost as high as the total annual greenhouse gas emissions of France and Belgium together. It is fundamental that we remain united in the fight against climate change, and that we do not close our eyes to the realities we see every time all over the world, including also in Europe – and also do not close our eyes to science. These rules will be the most ambitious in the world. This will allow others that start to reduce their consumption of F-gases to put in place ambitious policy. Important is the signal we put in place aimed at phasing out the use of these gases. With such legislation in place, we will be in an excellent position to advocate more ambitious measures on F-gases, on ODS under the Montreal Protocol. With your vote tomorrow, you can ensure that we can continue this success story of European environmental policy, a prime example of ambitious climate measures combined with the promotion of green technologies made in Europe.",-,2024-01-15,14. Ozone depleting substances - Fluorinated gases regulation (joint debate - Gas emissions),25, bill_437_ID bill_12805_ID  bill_437_ID,,9,False,False,True,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-014_EN.html,,
President,The next item is the debate on the Commission statement on the revision of the European Labour Authority mandate (2023/2866(RSP)).,-,2024-01-15,18. Revision of the European Labour Authority mandate (debate),1, ,,9,True,False,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-018_EN.html,,
Mick Wallace,"Mr President, fluorinated gases are supercharged greenhouse gases. Their impact on the climate is often thousands of times more powerful than that of CO2. F-Gas emissions have increased by 60% since 1990, and it's well past time that we seriously tackle their use. The heat pump industry has expressed a lot of concern about this regulation. Heat pumps are essential for Europe's energy transition. In Ireland, more than 80% of new homes built in the last number of years have heat pumps. The industry there is doing really well and should be commended, and we should of course listen to the concerns about availability of alternatives to F-Gases. But there is an emergency brake in the regulation and, also, additional quota can be provided to heat pump manufacturers if shortages arise that might endanger the EU's heat pump installation targets. The EU now needs to give clear financial and political support to the heat pump sector, and since heat pumps are obviously the cleanest heating option, they should also be the most economically attractive to stimulate consumer demand. (Ukončenie postupu prihlásenia sa o slovo zdvihnutím ruky)",The Left,2024-01-15,14. Ozone depleting substances - Fluorinated gases regulation (joint debate - Gas emissions),24, bill_437_ID bill_12805_ID  bill_437_ID,6402.0,9,False,True,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-014_EN.html,,
President,"Thank you very much, Commissioner. The debate is closed, and before we come to our next item, I would like to indicate a very small break – a technical break of just five minutes – and then we will continue. (The sitting was suspended at 19.52)",-,2024-01-15,16. The need for an EU and international response to the Houthi attacks in the Red Sea and for continued support to the Yemeni peace process (debate),11, ,,9,True,False,False,False,False,https://www.europarl.europa.eu/doceo/document/CRE-9-2024-01-15-ITM-016_EN.html,,
